,0,1
83,6.938848667066822,-4.851036400110537
84,6.150660305774428,-4.757583932061984
85,6.376958691224948,-5.439703315544332
86,6.786654447942492,-5.706584532303112
87,6.366925934501857,-4.971906684311366
88,5.808423849149376,-5.002038616657251
89,5.720389385510172,-4.618635216416073
90,6.020587129585842,-4.613695480707445
91,6.454259891298687,-5.244613457777196
92,5.78644767191792,-4.9085778642194215
93,4.844838005470843,-4.304429456864747
94,5.914520020342662,-4.781890307700821
95,5.894486546974841,-5.062912527062237
96,5.9371967044164915,-4.986047686914001
97,6.204204419544817,-5.320726222374973
98,4.646254188910347,-4.559641149486411
99,5.8582594609751455,-4.939933109214146
100,8.101705327235264,-5.186756175714655
101,6.974097647678219,-4.678087172887969
102,8.182715029253623,-5.616914115703613
103,7.53451337494423,-5.074391694304383
104,7.915371591679163,-5.200910525873442
105,8.964084596657928,-5.82888578737929
106,6.075169076722687,-4.049027407348113
107,8.497163682097531,-5.641493045405246
108,7.878150845254027,-5.051330263259817
109,8.493368438348831,-6.0052356197079915
110,7.229862449140553,-5.497798213919423
111,7.363088486135674,-5.063340500269763
112,7.731038683886906,-5.485640883905366
113,6.9016144137287245,-4.484081819154841
114,7.146910043258559,-4.693157302131218
115,7.4728215284604085,-5.3549726346534605
116,7.514508963526514,-5.303460431702746
117,9.067670289986843,-6.401687234128517
118,9.356521449504989,-5.551697167747067
119,6.851149925873752,-4.548958054238561
120,7.997010169726725,-5.628297738221786
121,6.75926209458564,-4.6332041922262315
122,9.063726758359364,-5.756628254456134
123,6.948004011164891,-5.084418258725751
124,7.845867290881811,-5.573409825084108
125,8.183357412195788,-5.831517706405071
126,6.819231155897776,-5.100409188469001
127,6.855122519451337,-5.14206355194789
128,7.685320531343009,-5.047954553072857
129,7.953642074305767,-5.75988678797369
130,8.40467603673032,-5.676556429070483
131,8.811160808741123,-6.625690774759568
132,7.721240956846673,-5.037655434588693
133,7.0049069534745705,-5.140979047913884
134,7.338688572843926,-4.773839131478751
135,8.643546718718408,-5.981569206117079
136,7.716087268276294,-5.345425591719753
137,7.47146308363873,-5.29900021748178
138,6.7331393961222075,-5.091488760027069
139,7.67477812451939,-5.643683685418691
140,7.881481055889446,-5.429832170267691
141,7.48943804938873,-5.68443888034301
142,6.974097647678219,-4.678087172887969
143,8.132207972535586,-5.516369514408316
144,7.98954899289647,-5.532213351147452
145,7.509442460806447,-5.4553701429446475
146,7.083230875923855,-4.92053655294923
147,7.329168888395854,-5.344215626627065
148,7.4724567440641705,-5.325601062247312
149,6.954064174310399,-4.959109392249384
